M,a,a_over_M,ell,m,n,branch,omega_re,omega_im,Omega_Kerr_signed,Omega_Kerr_abs,Omega_obs,A_Kerr_injected,B_Kerr_injected,A_Kerr_recovered,B_Kerr_recovered,A_abs_error,B_abs_error,r_ph,lambda_Kerr,schwarzschild_lambda_expected,schwarzschild_lambda_numeric,schwarzschild_lambda_abs_error
1.0,0.7,0.7,2,2,0,1,0.5679325862923115,-0.08520535396349553,0.2811547456892631,0.2811547456892631,0.28396629314615573,0.01,-0.02,0.010000000000000009,-0.020000000000000018,8.673617379884035e-18,1.734723475976807e-17,2.0133341235972897,0.1738884774765215,0.19245008972987526,0.19245028761371005,1.9788383479046878e-07
