model,q_over_M,a_over_M,branch,branch_label,A_Kerr,B_Kerr,Omega_Kerr_abs,lambda_Kerr,Omega_perturbed,lambda_perturbed
toy_rotating_residual_placeholder,0.2392405063291139,0.3,-1,retrograde,0.0040809282166319495,-0.0035686658388078825,0.17320382251588734,0.19146238193966175,0.1739106548824209,0.19077911667781688
toy_rotating_residual_placeholder,0.24367088607594933,0.3,-1,retrograde,0.004233473201410029,-0.003702062469956736,0.17320382251588734,0.19146238193966175,0.17393707625689012,0.19075357624107442
toy_rotating_residual_placeholder,0.24810126582278477,0.3,-1,retrograde,0.0043888171767344965,-0.0038379067457138265,0.17320382251588734,0.19146238193966175,0.17396398242722116,0.19072756717246508
toy_rotating_residual_placeholder,0.2525316455696202,0.3,-1,retrograde,0.00454696014260535,-0.003976198666079153,0.17320382251588734,0.19146238193966175,0.17399137339341397,0.19070108947198894
toy_rotating_residual_placeholder,0.2569620253164557,0.3,-1,retrograde,0.004707902099022592,-0.004116938231052715,0.17320382251588734,0.19146238193966175,0.17401924915546862,0.19067414313964592
toy_rotating_residual_placeholder,0.2613924050632911,0.3,-1,retrograde,0.004871643045986218,-0.0042601254406345115,0.17320382251588734,0.19146238193966175,0.17404760971338512,0.19064672817543613
toy_rotating_residual_placeholder,0.26582278481012656,0.3,-1,retrograde,0.0050381829834962345,-0.004405760294824547,0.17320382251588734,0.19146238193966175,0.17407645506716338,0.19061884457935946
toy_rotating_residual_placeholder,0.27025316455696197,0.3,-1,retrograde,0.005207521911552633,-0.004553842793622814,0.17320382251588734,0.19146238193966175,0.1741057852168035,0.19059049235141595
toy_rotating_residual_placeholder,0.27468354430379743,0.3,-1,retrograde,0.005379659830155423,-0.0047043729370293205,0.17320382251588734,0.19146238193966175,0.17413560016230542,0.19056167149160563
toy_rotating_residual_placeholder,0.27911392405063284,0.3,-1,retrograde,0.005554596739304596,-0.00485735072504406,0.17320382251588734,0.19146238193966175,0.1741658999036692,0.19053238199992847
toy_rotating_residual_placeholder,0.2835443037974683,0.3,-1,retrograde,0.005732332639000158,-0.005012776157667038,0.17320382251588734,0.19146238193966175,0.17419668444089476,0.19050262387638447
toy_rotating_residual_placeholder,0.2879746835443038,0.3,-1,retrograde,0.005912867529242108,-0.005170649234898252,0.17320382251588734,0.19146238193966175,0.17422795377398215,0.19047239712097364
toy_rotating_residual_placeholder,0.2924050632911392,0.3,-1,retrograde,0.006096201410030442,-0.0053309699567377,0.17320382251588734,0.19146238193966175,0.17425970790293138,0.19044170173369598
toy_rotating_residual_placeholder,0.29683544303797466,0.3,-1,retrograde,0.006282334281365164,-0.005493738323185385,0.17320382251588734,0.19146238193966175,0.17429194682774238,0.1904105377145515
